ticket_id,type,comment,longitude,latitude,address,subdistrict,district,province,timestamp
2023-LUVH7Y,"น้ำท่วม,ความปลอดภัย",น้ำเข้าบ้านแล้ว. ความสูงระดับข้อเท้า น้ำท่วมมาแล้วน้อยกว่า 1 ชั่วโมง,100.54808,13.85436,ซอย งามวงศ์วาน 30 ถนน งามวงศ์วาน แขวง ทุ่งสองห้อง เขต หลักสี่ กรุงเทพมหานคร 10210 ประเทศไทย,ทุ่งสองห้อง,หลักสี่,กรุงเทพมหานคร,10/28/2023 12:54
2023-9KH2DQ,"น้ำท่วม,ความปลอดภัย",น้ำท่วมถึงครึ่งเข่า ความสูงระดับหัวเข่า น้ำท่วมมาแล้วน้อยกว่า 1 ชั่วโมง,100.5006,13.78551,464 ถ. จรัญสนิทวงศ์ แขวงบางพลัด เขตบางพลัด กรุงเทพมหานคร 10700 ประเทศไทย,บางพลัด,บางพลัด,กรุงเทพมหานคร,10/28/2023 12:54
2023-F2G34F,น้ำท่วม,น้ำท่วม ความสูงระดับหน้าแข้ง น้ำท่วมมาแล้วน้อยกว่า 1 ชั่วโมง,100.55721,13.86267,47/201 ซอย ชินเขต 2 แขวง ทุ่งสองห้อง เขต หลักสี่ กรุงเทพมหานคร 10210 ประเทศไทย,ทุ่งสองห้อง,หลักสี่,กรุงเทพมหานคร,10/28/2023 12:53
2023-7KV2ZZ,"น้ำท่วม,ความปลอดภัย","เพื่อนบ้าน ตั้งวงกินเหล้าเสียงดัง 
เปิดเพลงเสียงดัง
 เปิดดนตรีเสียงดังเกือบทุกคืน เกือบทุกวัน 
โดยเฉพาะคืนวันศุกร์ เสาร์ อาทิตย์  
วันธรรมดาก็เปิดดัง 
บางครั้งเปิดเพลง ตั้งวงตั้งแต่หกโมงเย็นถึงเช้า7.00น.ก็เคยมี วันนี้15ต.ค.2565 ก็เปิดเสียงดัง

พิกัดบ้านสังกะสี ติดรั้วโรงเรียนสุรศักดิ์มนตรี อยู่ในซอยประชาสงเคราะห์23(ซอยหลังโรงเรียนสุรศักดิ์มนตรี) ทางเข้าอยู่ตรงข้ามประตู1ศาลาว่าการกรุงเทพดินแดง ความสูงระดับหน้าแข้ง น้ำท่วมมาแล้วน้อยกว่า 3 ชั่วโมง",100.55667,13.77413,90/1 ถนน วิภาวดีรังสิต 2 แขวง ดินแดง เขตดินแดง กรุงเทพมหานคร 10400 ประเทศไทย,ดินแดง,ดินแดง,กรุงเทพมหานคร,10/28/2023 12:51
2023-4BCBYK,น้ำท่วม,สกปรกส่งกลิ่นเหม็นอยู่ในเขตชุมชนไม่สมควรมีสถานที่แบบนี้ ความสูงระดับข้อเท้า น้ำท่วมมาแล้วน้อยกว่า 3 ชั่วโมง,100.85431,13.80995,32/2-3 ถนน สุวินทวงศ์ แขวงลำผักชี เขตหนองจอก กรุงเทพมหานคร 10530 ประเทศไทย,ลำผักชี,หนองจอก,กรุงเทพมหานคร,10/28/2023 12:49
2023-B4MALE,"น้ำท่วม,ความปลอดภัย","ด่วน!!!! เร่งเปิดเครื่องสูบน้ำ
อย่า!!! รอให้เครื่องออโต้  ไม่ทันกับปริมาณฝนที่หนัก ความสูงระดับข้อเท้า น้ำท่วมมาแล้วน้อยกว่า 1 ชั่วโมง",100.54808,13.85436,ซอย งามวงศ์วาน 30 ถนน งามวงศ์วาน แขวง ทุ่งสองห้อง เขต หลักสี่ กรุงเทพมหานคร 10210 ประเทศไทย,ทุ่งสองห้อง,หลักสี่,กรุงเทพมหานคร,10/28/2023 12:43
2023-KF7XTD,"น้ำท่วม,ความปลอดภัย",ด่วน!!! น้ำจะเข้าบ้านแล้ว ความสูงระดับข้อเท้า น้ำท่วมมาแล้วน้อยกว่า 1 ชั่วโมง,100.54808,13.85436,ซอย งามวงศ์วาน 30 ถนน งามวงศ์วาน แขวง ทุ่งสองห้อง เขต หลักสี่ กรุงเทพมหานคร 10210 ประเทศไทย,ทุ่งสองห้อง,หลักสี่,กรุงเทพมหานคร,10/28/2023 12:42
2023-69MNZ3,น้ำท่วม,น้ำท่วมในบริเวณบ้าน ความสูงระดับข้อเท้า น้ำท่วมมาแล้วน้อยกว่า 1 ชั่วโมง,100.54835,13.76098,463 ถ. อโศก - ดินแดง แขวงดินแดง เขตดินแดง กรุงเทพมหานคร 10400 ประเทศไทย,ดินแดง,ดินแดง,กรุงเทพมหานคร,10/28/2023 12:41
2023-LCEKH4,น้ำท่วม,น้ำจะเข้าบ้านเรือนประชาชนแล้วนะคะ  ความสูงระดับข้อเท้า น้ำท่วมมาแล้วน้อยกว่า 1 ชั่วโมง,100.48841,13.79202,1455 จรัญสนิทวงศ์ 75 แยก 5 แขวงบางพลัด เขตบางพลัด กรุงเทพมหานคร 10700 ประเทศไทย,บางพลัด,บางพลัด,กรุงเทพมหานคร,10/28/2023 12:40
2023-HLHU6U,"น้ำท่วม,ความปลอดภัย","ช่วยเริ่มเปิดเครื่องสูบน้ำ
ฝนลงหนัก  หากปล่อยให้เครื่องauto จะไม่ทันน้ำปริมาณมาก ความสูงระดับข้อเท้า น้ำท่วมมาแล้วน้อยกว่า 1 ชั่วโมง",100.54808,13.85436,ซอย งามวงศ์วาน 30 ถนน งามวงศ์วาน แขวง ทุ่งสองห้อง เขต หลักสี่ กรุงเทพมหานคร 10210 ประเทศไทย,ทุ่งสองห้อง,หลักสี่,กรุงเทพมหานคร,10/28/2023 12:35
2023-N39H46,"น้ำท่วม,ความปลอดภัย",ฝนตกน้ำท่วมถนน ความสูงระดับหน้าแข้ง น้ำท่วมมาแล้วน้อยกว่า 1 ชั่วโมง,100.56783,13.91997,WH99+X4V ถนน วัดเวฬุวนาราม แขวง ดอนเมือง เขตดอนเมือง กรุงเทพมหานคร 10210 ประเทศไทย,ดอนเมือง,ดอนเมือง,กรุงเทพมหานคร,10/28/2023 12:29
KDMUMR,น้ำท่วม,"ปัญหา: ขอให้เปิดประตูระบายน้ำ เนื่องจากบริเวณดังกล่าว มีฝนตกหนัก มักจะมีน้ำท่วมเป็นประจำ
ซอย: สุขุมวิท 47
จุดสังเกต: ภายในซอยดังกล่าว
เขต: วัฒนา
#1555",100.57435,13.72956,20 ซอย สุขุมวิท 47 แขวงคลองตันเหนือ เขตวัฒนา กรุงเทพมหานคร 10110 ประเทศไทย,คลองตันเหนือ,วัฒนา,จังหวัดกรุงเทพมหานคร,10/28/2023 12:27
2023-6WTQHR,น้ำท่วม,ซอยพระยาเพชรน้ำท่วมขังอยู่เป็นประจำ เจ้าหน้าที่สำนักระบายน้ำก็ไม่ค่อยเปิดเครื่องมอเตอร์ไฟฟ้าจุดใต้สะพานข้ามคลองพระยาเพชรเลย เอาแต่นั่งเฝ้าไม่เปิดเครื่อง เครื่องมีไว้โชว์หรือไงถึงไม่ให้เครื่องทำงาน ชาวบ้านเดือดร้อนมาก ท่วมขังประจำ ซ.พระยาเพชร ถ.หลวงแพ่ง แขวงขุมทอง เขตลาดกระบัง กทม. ความสูงระดับหน้าแข้ง น้ำท่วมมาแล้วมากกว่า 1 สัปดาห์,100.84945,13.69589,555 ซอย หมู่บ้านพระยาเพชร แขวงขุมทอง เขตลาดกระบัง กรุงเทพมหานคร 10520 ประเทศไทย,ขุมทอง,ลาดกระบัง,กรุงเทพมหานคร,10/28/2023 12:25
2023-HR3WP6,"น้ำท่วม,ความปลอดภัย","มีคนเอาขยะก่อสร้างมาทิ้ง บริเวณปากซอยเทพทวี3, ลาดพร้าว101ซอย42 ทำให้เวลาฝนตกน้ำจะท่วมขัง ห่างจากท่อระบายน้ำ 2เมตร เพราะซอยไม่มีท่อระบายน้ำ,, และสัญจรลำบากเพราะรถวิ่งสวนไม่ได้ เนื่องจากวัสดุเลยออกมาถึงขอบถนน ความสูงระดับข้อเท้า น้ำท่วมมาแล้วน้อยกว่า 1 สัปดาห์",100.63508,13.79148,2734 ซอย ลาดพร้าว 101 แขวงคลองจั่น เขตบางกะปิ กรุงเทพมหานคร 10240 ประเทศไทย,คลองจั่น,บางกะปิ,กรุงเทพมหานคร,10/28/2023 12:20
2023-NNU73W,"ถนน,ผิดกฎจราจร",ถนนพังมีหลุมขนาดใหญ่น้ำท่วมขังมาจะเดือนแล้วขอหน่อยงานที่เกี่ยวข้องให้ช่วยมาแก้ไขด้วยครับ,100.81596,13.7657,75/3 ฉลองกรุง 54 แขวงลำปลาทิว เขตลาดกระบัง กรุงเทพมหานคร 10520 ประเทศไทย,ลำปลาทิว,ลาดกระบัง,กรุงเทพมหานคร,10/28/2023 12:05
2023-7LZTBG,น้ำท่วม,ข้างบ้านถมดินขึ้นบ้านใหม่ ทำให้เวลาฝนตกน้ำไม่ระบายออกจากถนนหน้าบ้าน บวกกับหน้าบ้านไม่มีท่อระบายน้ำ ไม่รู่ว่าจะแก้ไขปัญหาน้ำขังยังไงได้บ้าง ความสูงระดับข้อเท้า น้ำท่วมมาแล้วมากกว่า 1 สัปดาห์,100.67383,13.67695,39/46 ซอย ชุมชนมหาดไทย 4 แขวงดอกไม้ เขต ประเวศ กรุงเทพมหานคร 10250 ประเทศไทย,ดอกไม้,ประเวศ,กรุงเทพมหานคร,10/28/2023 11:34
RM9K9K,"ขยะ,ความสะอาด","ปัญหา: อ้างอิงเลขที่รับแจ้ง JBDMB7 สถานะเสร็จสิ้นแล้ว เจ้าหน้าที่ตอบกลับมาเมื่อวันที่ 28/10/66 ว่าฝ่ายสิ่งแวดล้อมฯได้ตรวจสอบเป็นถนนส่วนบุคคล ไม่มีท่อระบายน้ำ ลักษณะทางกายภาพจะต่ำกว่าบ้านพักอาศัย เวลาฝนตกจะทำให้มีน้ำท่วมขังได้ง่าย และเกิดตะไคร้น้ำบริเวณถนน และจากการตรวจสอบหอพักดังกล่าว พบว่าทิศทางการไหลของท่อระบายน้ำทิ้งมิได้ไหลผ่านไปยังบ้านผู้ร้องแต่อย่างใด 

ปัจจุบันยังคงได้รับความเดือดร้อนจากน้ำที่ไหลผ่านทำให้เกิดตะไคร้น้ำและลื่นล้ม น้ำจะไหลช่วง 05.00 น. และจะลดในช่วง 14.00 น. ต้องการให้เจ้าหน้าที่ลงตรวจในช่วงเวลาดังกล่าวและขอให้ติดต่อหาผู้ร้องก่อนลงพื้นที่ 
บ้านเลขที่:  232/3
ซอย: เเจ้งวัฒนะ ซอย 6
ถนน: เเจ้งวัฒนะ
จุดสังเกต: จากปากซอย 100 เมตร เลี้ยวขวา 300 เมตรเลี้ยวซ้าย บริเวณเซเว่นกลางซอยตรงไป ประมาณ 300 เมตรเลี้ยวขวาก่อนถึงโรงเเป้ง เเล้วเลี้ยวขวา อีก 50 เมตรจะเจอบ้านผู้เเจ้ง
เขต: หลักสี่
#1555",100.58646,13.88392,407/35 ถ. แจ้งวัฒนะ แขวงตลาดบางเขน เขตหลักสี่ กรุงเทพมหานคร 10210 ประเทศไทย,ตลาดบางเขน,หลักสี่,จังหวัดกรุงเทพมหานคร,10/28/2023 11:21
C8MNYU,น้ำท่วม,"ปัญหา: เนื่องจากก่อนมีการก่อสร้างเขื่อนซีเมนต์ มีการนำกระสอบทรายมากองกั้นกันน้ำท่วม ตอนนี้เขื่อนก่อสร้างเสร็จสิ้นแล้ว  กระสอบทรายที่กั้นไว้ก็มีการแตกหลายกระสอบแล้ว จะกลายเป็นขยะและไหลลงอุดตันท่อระบายน้ำได้ กระสอบทรายมีจำนวนมากกว่าร้อยกระสอบ อยากให้ช่วยเก็บออกไป
ซอย: ลาดพร้าว 136
ถนน: ลาดพร้าว
จุดสังเกต: เข้ามาประมาณ 750 เมตร บริเวณท้ายซอยซอย (แยกแรก)
สังเกตจาก เสาไฟฟ้าริมคลองเลขที่ จ43/12
เขต: บางกะปิ
#1555",100.63746,13.76419,92 ถนน ลาดพร้าว แขวงคลองจั่น เขตบางกะปิ กรุงเทพมหานคร 10240 ประเทศไทย,คลองจั่น,บางกะปิ,จังหวัดกรุงเทพมหานคร,10/28/2023 11:06
2023-3KHUUU,"น้ำท่วม,ความปลอดภัย",น้ำยังไม่แห้งเลยเมื่อวานฝนตกมาหนักเร่งระบายน้ำออกด้วยค่ะต้องวิทน้ำให้ต่อเนื่องค่ะไม่ใช่วันนี้หยุดเด่ววันนี้วิท แล้วน้ำฝนเก่ามันยังขลังอยู่เลยเมื่อไหร่จะแห้งค่ะ ความสูงระดับหน้าแข้ง น้ำท่วมมาแล้วมากกว่า 1 สัปดาห์,100.44875,13.79117,"ซอย ราชพฤกษ์,26 แขวงตลิ่งชัน เขตตลิ่งชัน กรุงเทพมหานคร 10170 ประเทศไทย",ตลิ่งชัน,ตลิ่งชัน,กรุงเทพมหานคร,10/28/2023 8:13
2023-MQ9TYG,"ทางเท้า,น้ำท่วม",ท่อระบายน้ำตันทำให้น้ำท่วมครับ ความสูงระดับข้อเท้า น้ำท่วมมาแล้วน้อยกว่า 1 ชั่วโมง,100.38193,13.68978,3/27 บางบอน 3 แขวง หลักสอง เขตบางแค กรุงเทพมหานคร 10160 ประเทศไทย,หลักสอง,บางแค,กรุงเทพมหานคร,10/28/2023 7:06
2023-VTW6V4,"ถนน,ผิดกฎจราจร",ถนนในซอยบัวดี เทียนทะเล 7 ถนนในซอยเป็นหลุมเป็นบ่อใหญ่มากๆ และไม่มีท่อระบายน้ำ ช่วงกลางซอยมีน้ำเสียไหลทิ้งบนถนน กัดเซาะถนนและมีรถขนาดใหญ่วิ่งเป็นประจำ ถนนพังมากๆ รถเล็กผ่านไปผ่านมาลำบากมากค่ะ เคยแจ้งเขตบางขุนเทียนไปมีหินคลุกมาลงให้ และทางเขตเคยแจ้งไว้ว่ามีงบที่จะเข้ามาปรับปรุงถนนให้ แต่ตอนนี้มาปรับปรุงเป็นซอยบัวดีแยก 6-3 และ 6-5 ซึ่งเป็นถนนที่ดีอยู่แล้ว มีเพียงฤดูฝนที่มีน้ำท่วมขัง แต่ถนนเส้นนี้แยก 6-2 ที่ผุพังเป็นหลุมเป็นบ่ออยู่ตลอดเวลา อยากจะรบกวนท่านเข้ามาดูแลให้ค่ะ,100.4437,13.63174,54 ซอย บัวดี แขวงแสมดำ เขตบางขุนเทียน กรุงเทพมหานคร 10150 ประเทศไทย,แสมดำ,บางขุนเทียน,กรุงเทพมหานคร,10/27/2023 21:41
2023-38ZELF,"จุดเสี่ยง,ความปลอดภัย",ชอย 67 มีปัญหาไฟแสงสว่าง และสภาพถนนมีน้ำท่วมขัง,100.68655,13.7043,112 เฉลิมพระเกียรติ รัชกาลที่ 9 ซอย 67 แขวงดอกไม้ เขต ประเวศ กรุงเทพมหานคร 10250 ประเทศไทย,ดอกไม้,ประเวศ,กรุงเทพมหานคร,10/27/2023 20:56
2023-LNTNGG,อื่นๆ,น้ำท่วมขังส่งกลิ่นเหม็น น้ำไม่ระบายบนฝาท่อ,100.43689,13.68015,319 ถ. เอกชัย Klong Bangbon เขตบางบอน กรุงเทพมหานคร 10150 ประเทศไทย,คลองบางพราน,บางบอน,กรุงเทพมหานคร,10/27/2023 19:51
2023-AWYRE6,"น้ำท่วม,ความปลอดภัย",ปัญหาน้ำเน่าเสียระบายไม่ออก ร้นออกมาบนถนนเป็นปัญหามานานแล้ว อยากให้หน่วยงานที่เกี่ยวข้อง ช่วยลงพื้นที่ตรวจหาสาเหตุเกิดจากอะไร ซึ่งมีเซเว่นและร้านค้าในพื้นที่ ระบบระบายน้ำมีบ่อบำบัดมัย ทำไมน้ำถึงขังบนพื้นผิวจราจรตลอด ส่งกลิ่นน้ำเน่าและมีเหมือกน้ำลื่นคับ ความสูงระดับข้อเท้า น้ำท่วมมาแล้วมากกว่า 1 สัปดาห์,100.60838,13.71041,377 ถ. อ่อนนุช แขวงสวนหลวง เขตสวนหลวง กรุงเทพมหานคร 10250 ประเทศไทย,สวนหลวง,สวนหลวง,กรุงเทพมหานคร,10/27/2023 19:50
2023-6H28P8,น้ำท่วม,ไม่แสดงรายละเอียด,100.84911,13.69512,255/82 ถนน หลวงแพ่ง แขวง ขุมทอง เขตลาดกระบัง กรุงเทพมหานคร 10520 ประเทศไทย,ขุมทอง,ลาดกระบัง,กรุงเทพมหานคร,10/27/2023 19:02
2023-G62GP7,"น้ำท่วม,ความปลอดภัย",มีการนำดินเหนียวมาตักดินไปมา ทำให้น้ำท่วมขัง รถหรือคนไปมาลำบากมากในซอยพุทธบูชา 15 ความสูงระดับข้อเท้า น้ำท่วมมาแล้วน้อยกว่า 1 ชั่วโมง,100.47096,13.66974,32/75 ถ. พระราม ๒ แขวงบางมด เขตจอมทอง กรุงเทพมหานคร 10150 ประเทศไทย,บางมด,จอมทอง,กรุงเทพมหานคร,10/27/2023 17:56
2023-K7VUP8,"น้ำท่วม,ความปลอดภัย",ท่อน้ำบนถนนแตก ความสูงระดับข้อเท้า น้ำท่วมมาแล้วมากกว่า 1 สัปดาห์,100.60136,13.92225,1 ถนน เชิดวุฒากาศ แขวงดอนเมือง เขตดอนเมือง กรุงเทพมหานคร 10210 ประเทศไทย,ดอนเมือง,ดอนเมือง,กรุงเทพมหานคร,10/27/2023 17:10
2023-B97CFN,น้ำท่วม,น้ำท่วมขังในซอยพระยาเพชร ถนนหลวงแพ่ง แขวงขุมทอง เขตลาดกระบัง กทม. ความสูงระดับหน้าแข้ง น้ำท่วมมาแล้วน้อยกว่า 1 สัปดาห์,100.84951,13.69669,186 ซอย หมู่บ้านพระยาเพชร แขวงขุมทอง เขตลาดกระบัง กรุงเทพมหานคร 10520 ประเทศไทย,ขุมทอง,ลาดกระบัง,กรุงเทพมหานคร,10/27/2023 16:14
2023-3CMDQD,"น้ำท่วม,ความปลอดภัย",น้ำท่วมซอย ไม่ยอมลด ความสูงระดับข้อเท้า น้ำท่วมมาแล้วน้อยกว่า 1 ชั่วโมง,100.66783,13.72152,30 ซ. อ่อนนุช 55/1 แขวงประเวศ เขต ประเวศ กรุงเทพมหานคร 10250 ประเทศไทย,ประเวศ,ประเวศ,กรุงเทพมหานคร,10/27/2023 15:24
2023-8WTV2R,"น้ำท่วม,ความปลอดภัย",น้ำท่วมขังมานานเป็นเดือนแล้วครับ ความสูงระดับข้อเท้า น้ำท่วมมาแล้วน้อยกว่า 3 ชั่วโมง,100.57696,13.91592,112/1-204 ถ ช่างอากาศอุทิศ แขวงดอนเมือง เขตดอนเมือง กรุงเทพมหานคร 10210 ประเทศไทย,ดอนเมือง,ดอนเมือง,กรุงเทพมหานคร,10/27/2023 14:44
2023-KMLR3X,น้ำท่วม,น้ำท่วม   ความสูงระดับหน้าแข้ง น้ำท่วมมาแล้วน้อยกว่า 1 วัน,100.36887,13.73428,21/27 ซอย ศิริเกษม 25 แขวงบางไผ่ เขตบางแค กรุงเทพมหานคร 10160 ประเทศไทย,บางไผ่,บางแค,กรุงเทพมหานคร,10/27/2023 14:30
2023-82Z24X,น้ำท่วม,มีน้ำท่วมขัง ส่งกลิ่นเหม็นมาก ในซอยพระยาเพชร ถนนหลวงแพ่ง แขวงขุมทอง เขตลาดกระบัง กทม. ความสูงระดับหัวเข่า น้ำท่วมมาแล้วน้อยกว่า 1 สัปดาห์,100.84917,13.69541,255/72 ถนน หลวงแพ่ง แขวง ขุมทอง เขตลาดกระบัง กรุงเทพมหานคร 10520 ประเทศไทย,ขุมทอง,ลาดกระบัง,กรุงเทพมหานคร,10/27/2023 13:40
2023-MNHH4H,น้ำท่วม,มีน้ำท่วมขังในซอยพระยาเพชร ถนนหลวงแพ่ง แขวงขุมทอง เขตลาดกระบัง กทม. จนท. ไม่ดูดน้ำที่ท่วมขังออกเลยปัจจุบันน้ำเริ่มเปลี่ยนสีและส่งกลิ่นเหม็น ความสูงระดับหน้าแข้ง น้ำท่วมมาแล้วน้อยกว่า 1 สัปดาห์,100.84937,13.69625,210 ซอย หมู่บ้านพระยาเพชร แขวงขุมทอง เขตลาดกระบัง กรุงเทพมหานคร 10520 ประเทศไทย,ขุมทอง,ลาดกระบัง,กรุงเทพมหานคร,10/27/2023 13:34
2023-9KCTVH,น้ำท่วม,น้ำขังดำสกปรกที่ถนนตลอดเวลา พื้นถนนลื่น ความสูงระดับข้อเท้า น้ำท่วมมาแล้วมากกว่า 1 สัปดาห์,100.64205,13.76873,46 ถนน แฮปปี้แลนด์สาย 1 แขวงคลองจั่น เขตบางกะปิ กรุงเทพมหานคร 10240 ประเทศไทย,คลองจั่น,บางกะปิ,กรุงเทพมหานคร,10/27/2023 13:14
2023-EP2BEW,"น้ำท่วม,ความปลอดภัย","พี ปัญหาที่พบ ถนนสาย 1 
- ช่วงคอสะพาน ข้ามถนน พระเทพ 
- คอสะพาน ข้ามจรัฐ13 
จะมีน้ำขัง มึดๆ เยอะและระบายช้ามากหลังฝนตก ขับมาจะมองไม่ชัด 

รวมไปถึงหน้าตลาด วัดประดู่ช่วง lotus มาถึงหน้า 7-11 ครับ

0932647895 ความสูงระดับข้อเท้า น้ำท่วมมาแล้วน้อยกว่า 1 ชั่วโมง",100.42762,13.74739,254 ถนน พุทธมณฑลสาย 1 แขวงบางเชือกหนัง เขตตลิ่งชัน กรุงเทพมหานคร 10170 ประเทศไทย,บางเชือกหนัง,ตลิ่งชัน,กรุงเทพมหานคร,10/27/2023 12:43
2023-HTEYZF,อื่นๆ,ปัญหาฝนตกหนักน้ำท่วมเพราะว่าในซอยท่อมีเศษดินเศษทรายไม่เคยได้รับการหลอก,100.52189,13.70229,554/22 ซอย จันทน์ 23/2 แขวงบางโคล่ เขตบางคอแหลม กรุงเทพมหานคร 10120 ประเทศไทย,บางโคล่,บางคอแหลม,กรุงเทพมหานคร,10/27/2023 12:11
2023-GYHEVF,น้ำท่วม,รบกวนช่วยดูระบบระบายน้ำ คลองแถวนี้หน่อยครับ ช่วง1-2 เดือนที่ผ่านมา น้ำไม่สามารถระบายลงท่อได้แล้ว ความสูงระดับข้อเท้า น้ำท่วมมาแล้วมากกว่า 1 สัปดาห์,100.45631,13.66718,131 ถ. พระราม ๒ แขวงบางมด เขตจอมทอง กรุงเทพมหานคร 10150 ประเทศไทย,บางมด,จอมทอง,กรุงเทพมหานคร,10/27/2023 12:06
2023-DKRER2,"น้ำท่วม,ความปลอดภัย",ขอให้ลอกท่อระบายน้ำในซอยและถนนซอย21/1.. เนื่องจากไม่ได้ลอกมานานแล้วและฝนตกเพียง15นาทีน้ำก็เอ่อท่วมทางเข้าหน้าบ้าน.. ตามรูป(double arrow down) ความสูงระดับข้อเท้า น้ำท่วมมาแล้วน้อยกว่า 1 ชั่วโมง,100.38949,13.77446,121 พุทธมณฑลสาย 2 แขวง ศาลาธรรมสพน์ เขตทวีวัฒนา กรุงเทพมหานคร 10170 ประเทศไทย,ศาลาธรรมสพน์,ทวีวัฒนา,กรุงเทพมหานคร,10/27/2023 11:38
VNRY2A,"ถนน,ผิดกฎจราจร","ปัญหา: พบเห็นถนนเป็นหลุมเป็นบ่อ เหตุเกิดเพราะน้ำท่วม และถนนแคบ ทำให้รถสวนกันไม่ได้ 
ซอย: ทุ่งเศรษฐี 11
จุดสังเกต: บริเวณท้ายซอยดังกล่าว หมู่บ้านทุ่งเศรษฐี 
เขต: ประเวศ
#1555",100.68811,13.67164,19 ซอย ทุ่งเศรษฐี 11 แขวงดอกไม้ เขต ประเวศ กรุงเทพมหานคร 10250 ประเทศไทย,ดอกไม้,ประเวศ,จังหวัดกรุงเทพมหานคร,10/27/2023 10:53
2023-8C9VRA,น้ำท่วม,ขอร้องเรียนเรื่องน้ำท่วมขังใน ซอย สุขุมวิท27 สาเหตุเนื่องจาก ถนนในซอยต่ำกว่าถนนด้านนอก เป็นแอ่งกระทะ ทำให้ฝนตกน้ำท่วมขังสูงมาก ลอกท่อแล้วก็ไม่ได้ทำให้ดีขึ้นค่ะ ความสูงระดับหัวเข่า น้ำท่วมมาแล้วมากกว่า 1 สัปดาห์,100.56417,13.73487,489 ถ. สุขุมวิท แขวงคลองตัน เขตคลองเตย กรุงเทพมหานคร 10110 ประเทศไทย,คลองเตยเหนือ,วัฒนา,กรุงเทพมหานคร,10/27/2023 10:30
2023-NUX3AZ,น้ำท่วม,อยู่ซอยอัสสัมชัญ17นะค่ะ อยากให้ช่วยมาเทปูนทั้งซอยอัสสัมชัญ17เนื่องจากทุกปีฝนตกหนักน้ำท่วมซอยค่ะ ความสูงระดับหัวเข่า น้ำท่วมมาแล้วน้อยกว่า 1 วัน,100.37051,13.73095,20/1 ซอย อัสสัมชัญ 17 แขวงบางไผ่ เขตบางแค กรุงเทพมหานคร 10160 ประเทศไทย,บางไผ่,บางแค,กรุงเทพมหานคร,10/27/2023 10:23
2023-7NMFYL,ทางเท้า,"ทางเท้าบริเวณถนนศรีนทร์ สถานีรถไฟฟ้าสายสีเหลือง สถานีหัวหมาก หน้าทางเข้า Rith walk 
    บริเวณถนนมีการราดยางมะตอยใหม่ แต่รอยต่อถนนกับปากซอยทางเข้าไม่ได้ราดยางมาตอยให้เรียบร้อย ทำให้เป็นแอ่ง  เวลาฝนตกจะมีน้ำท่วมขัง เพราะไม่มีท่อระบายน้ำบริเวณนั้น  รถเตี้ยเข้าออกลำบาก เสี่ยงใต้ท้องรถครูดพื้นถนน
    อยากให้ท่านผู้เกี่ยวข้องดำเนินการราดยางมะตอยให้เสมอพื้นถนน เพื่อไม่ให้เป็นแอ่งน้ำและประชาชนสัญจรเข้าออกได้สะดวกยิ่งขึ้น

ขอบคุณครับ",100.64171,13.73766,25/17 ถนน ศรีนครินทร์ แขวง สวนหลวง แขวงสวนหลวง กรุงเทพมหานคร 10250 ประเทศไทย,สวนหลวง,สวนหลวง,กรุงเทพมหานคร,10/27/2023 10:10
XTAU7G,น้ำท่วม,"ปัญหา: FK8LPY
สถานะเสร็จสิ้น แต่ยังไม่ได้รับการแก้ไขปัญหา
น้ำท่วมขังเนื่องจากท่อระบายน้ำอุดตัน
บ้านเลขที่: 112/231-/232-/233 
ซอย: บกน 8
จุดสังเกต: บริเวณบ้านเลขที่ดังกล่าวจะอยู่ต้นซอย ล็อค 6 พระราม 2
เขต: จอมทอง
#1555",100.45425,13.67265,6 ถ. พระราม 2 แขวงบางมด เขตจอมทอง กรุงเทพมหานคร 10150 ประเทศไทย,บางมด,จอมทอง,จังหวัดกรุงเทพมหานคร,10/27/2023 10:07
2023-3U69YW,น้ำท่วม,น้ำท่วมถนน ความสูงระดับหน้าแข้ง น้ำท่วมมาแล้วมากกว่า 1 สัปดาห์,100.44392,13.57172,906 เทียนทะเล 25 แขวงท่าข้าม เขตบางขุนเทียน กรุงเทพมหานคร 10150 ประเทศไทย,ท่าข้าม,บางขุนเทียน,กรุงเทพมหานคร,10/27/2023 10:07
2023-9WFDNG,น้ำท่วม,น้ำท่วมทาง ความสูงระดับหน้าแข้ง น้ำท่วมมาแล้วมากกว่า 1 สัปดาห์,100.44548,13.5719,30/2 เทียนทะเล แขวงท่าข้าม เขตบางขุนเทียน กรุงเทพมหานคร 10150 ประเทศไทย,ท่าข้าม,บางขุนเทียน,กรุงเทพมหานคร,10/27/2023 9:57
2023-AZAK4Z,น้ำท่วม,น้ำท่วมทาง  ความสูงระดับหน้าแข้ง น้ำท่วมมาแล้วมากกว่า 1 สัปดาห์,100.44173,13.57091,HCCR+CPF แขวง ท่าข้าม เขตบางขุนเทียน กรุงเทพมหานคร 10150 ประเทศไทย,ท่าข้าม,บางขุนเทียน,กรุงเทพมหานคร,10/27/2023 9:36
